,names,names_country,split
1117,Sonnen,German,train
1118,Sorg,German,test
1119,Sorge,German,train
1120,Spannagel,German,test
1121,Specht,German,train
1122,Spellmeyer,German,train
1123,Spitznogle,German,train
1124,Sponaugle,German,valid
1125,Stark,German,train
1126,Stauss,German,test
1127,Steen,German,train
1128,Steffen,German,train
1129,Stein,German,train
1130,Steinmann,German,train
1131,Stenger,German,train
1132,Sternberg,German,train
1133,Steube,German,train
1134,Steuben,German,train
1135,Stieber,German,train
1136,Stoppelbein,German,train
1137,Stoppelbein,German,train
1138,Strand,German,train
1139,Straub,German,train
1140,Strobel,German,train
1141,Strohkirch,German,train
1142,Stroman,German,train
1143,Stuber,German,train
1144,Stueck,German,train
1145,Stumpf,German,train
1146,Sturm,German,valid
1147,Suess,German,train
1148,Sulzbach,German,train
1149,Swango,German,train
1150,Switzer,German,train
1151,Tangeman,German,valid
1152,Tanzer,German,test
1153,Teufel,German,train
1154,Tiedeman,German,test
1155,Tifft,German,test
1156,Tillens,German,train
1157,Tobias,German,test
1158,Tolkien,German,train
1159,Tresler,German,train
1160,Tritten,German,test
1161,Trumbauer,German,train
1162,Tschida,German,train
1163,Unkle,German,train
1164,Unruh,German,valid
1165,Unterbrink,German,valid
1166,Ursler,German,valid
1167,Vann,German,valid
1168,Van tonder,German,test
1169,Vieth,German,valid
1170,Vogel,German,train
1171,Vogt,German,test
1172,Vogts,German,test
1173,Voigt,German,test
1174,Voigts,German,train
1175,Volk,German,valid
1176,Voll,German,train
1177,Von brandt,German,train
1178,Von essen,German,valid
1179,Von grimmelshausen,German,train
1180,Von ingersleben,German,train
1181,Vonnegut,German,train
1182,Von wegberg,German,test
1183,Voss,German,train
1184,Vo,German,train
1185,Wagner,German,test
1186,Wagner,German,train
1187,Wahner,German,train
1188,Wahner,German,train
1189,Waldfogel,German,valid
1190,Waldvogel,German,valid
1191,Walkenhorst,German,train
1192,Walter,German,train
1193,Walther,German,valid
1194,Waltz,German,train
1195,Wang,German,train
1196,Warner,German,train
1197,Waxweiler,German,train
1198,Weber,German,train
1199,Wechsler,German,test
1200,Wedekind,German,valid
1201,Weeber,German,test
1202,Wegener,German,train
1203,Wegner,German,train
1204,Wehner,German,valid
1205,Wehunt,German,train
1206,Weigand,German,train
1207,Weiman,German,train
1208,Weiner,German,train
1209,Weiss,German,train
1210,Wei,German,train
1211,Welter,German,train
1212,Wendel,German,train
1213,Wendell,German,train
1214,Werner,German,train
1215,Wernher,German,train
1216,West,German,train
1217,Westerberg,German,train
1218,Wetterman,German,train
1219,Wetzel,German,train
1220,Wexler,German,train
1221,Wieck,German,train
1222,Wiegand,German,train
1223,Wildgrube,German,valid
1224,Winter,German,train
1225,Winther,German,train
1226,Winther,German,train
1227,Wirner,German,valid
1228,Wirnhier,German,train
1229,Wirt,German,train
1230,Wirth,German,train
1231,Wolf,German,valid
1232,Wolff,German,valid
1233,Wolter,German,valid
1234,Worner,German,train
1235,Wornhor,German,train
1236,Wruck,German,test
1237,Wyman,German,valid
1238,Xylander,German,train
1239,Zellweger,German,train
1240,Zilberschlag,German,train
1241,Zimmerman,German,test
1242,Zimmermann,German,train
1243,Khoury,Arabic,train
1244,Nahas,Arabic,train
1245,Daher,Arabic,valid
1246,Gerges,Arabic,train
1247,Nazari,Arabic,valid
1248,Maalouf,Arabic,test
1249,Gerges,Arabic,train
1250,Naifeh,Arabic,train
1251,Guirguis,Arabic,train
1252,Baba,Arabic,train
1253,Sabbagh,Arabic,train
1254,Attia,Arabic,train
1255,Tahan,Arabic,train
1256,Haddad,Arabic,test
1257,Aswad,Arabic,test
1258,Najjar,Arabic,train
1259,Dagher,Arabic,valid
1260,Maloof,Arabic,valid
1261,Isa,Arabic,train
1262,Asghar,Arabic,train
1263,Nader,Arabic,train
1264,Gaber,Arabic,train
1265,Abboud,Arabic,train
1266,Maalouf,Arabic,train
1267,Zogby,Arabic,train
1268,Srour,Arabic,train
1269,Bahar,Arabic,valid
1270,Mustafa,Arabic,train
1271,Hanania,Arabic,train
1272,Daher,Arabic,train
1273,Tuma,Arabic,train
1274,Nahas,Arabic,train
1275,Saliba,Arabic,train
1276,Shamoon,Arabic,valid
1277,Handal,Arabic,train
1278,Baba,Arabic,train
1279,Amari,Arabic,train
1280,Bahar,Arabic,train
1281,Atiyeh,Arabic,train
1282,Said,Arabic,valid
1283,Khouri,Arabic,valid
1284,Tahan,Arabic,train
1285,Baba,Arabic,valid
1286,Mustafa,Arabic,train
1287,Guirguis,Arabic,train
1288,Sleiman,Arabic,train
1289,Seif,Arabic,train
1290,Dagher,Arabic,train
1291,Bahar,Arabic,train
1292,Gaber,Arabic,valid
1293,Harb,Arabic,valid
1294,Seif,Arabic,train
1295,Asker,Arabic,train
1296,Nader,Arabic,train
1297,Antar,Arabic,test
1298,Awad,Arabic,train
1299,Srour,Arabic,train
1300,Shadid,Arabic,valid
1301,Hajjar,Arabic,test
1302,Hanania,Arabic,train
1303,Kalb,Arabic,train
1304,Shadid,Arabic,train
1305,Bazzi,Arabic,train
1306,Mustafa,Arabic,valid
1307,Masih,Arabic,train
1308,Ghanem,Arabic,train
1309,Haddad,Arabic,train
1310,Isa,Arabic,train
1311,Antoun,Arabic,train
1312,Sarraf,Arabic,test
1313,Sleiman,Arabic,test
1314,Dagher,Arabic,train
1315,Najjar,Arabic,train
1316,Malouf,Arabic,train
1317,Nahas,Arabic,test
1318,Naser,Arabic,test
1319,Saliba,Arabic,test
1320,Shamon,Arabic,valid
1321,Malouf,Arabic,train
1322,Kalb,Arabic,train
1323,Daher,Arabic,train
1324,Maalouf,Arabic,train
1325,Wasem,Arabic,test
1326,Kanaan,Arabic,train
1327,Naifeh,Arabic,train
1328,Boutros,Arabic,train
1329,Moghadam,Arabic,train
1330,Masih,Arabic,test
1331,Sleiman,Arabic,valid
1332,Aswad,Arabic,train
1333,Cham,Arabic,train
1334,Assaf,Arabic,train
1335,Quraishi,Arabic,train
1336,Shalhoub,Arabic,test
1337,Sabbag,Arabic,valid
1338,Mifsud,Arabic,valid
1339,Gaber,Arabic,train
1340,Shammas,Arabic,train
1341,Tannous,Arabic,train
1342,Sleiman,Arabic,test
1343,Bazzi,Arabic,train
1344,Quraishi,Arabic,train
1345,Rahal,Arabic,train
1346,Cham,Arabic,test
1347,Ghanem,Arabic,train
1348,Ghanem,Arabic,test
1349,Naser,Arabic,train
1350,Baba,Arabic,train
1351,Shamon,Arabic,train
1352,Almasi,Arabic,valid
1353,Basara,Arabic,valid
1354,Quraishi,Arabic,test
1355,Bata,Arabic,train
1356,Wasem,Arabic,train
1357,Shamoun,Arabic,train
1358,Deeb,Arabic,test
1359,Touma,Arabic,valid
1360,Asfour,Arabic,train
1361,Deeb,Arabic,train
1362,Hadad,Arabic,train
1363,Naifeh,Arabic,test
1364,Touma,Arabic,train
1365,Bazzi,Arabic,train
1366,Shamoun,Arabic,valid
1367,Nahas,Arabic,train
1368,Haddad,Arabic,train
1369,Arian,Arabic,train
1370,Kouri,Arabic,train
1371,Deeb,Arabic,train
1372,Toma,Arabic,train
1373,Halabi,Arabic,train
1374,Nazari,Arabic,train
1375,Saliba,Arabic,valid
1376,Fakhoury,Arabic,train
1377,Hadad,Arabic,train
1378,Baba,Arabic,train
1379,Mansour,Arabic,valid
1380,Sayegh,Arabic,train
1381,Antar,Arabic,train
1382,Deeb,Arabic,valid
1383,Morcos,Arabic,train
1384,Shalhoub,Arabic,train
1385,Sarraf,Arabic,train
1386,Amari,Arabic,train
1387,Wasem,Arabic,test
1388,Ganim,Arabic,train
1389,Tuma,Arabic,train
1390,Fakhoury,Arabic,train
1391,Hadad,Arabic,test
1392,Hakimi,Arabic,train
1393,Nader,Arabic,valid
1394,Said,Arabic,valid
1395,Ganim,Arabic,train
1396,Daher,Arabic,train
1397,Ganem,Arabic,train
1398,Tuma,Arabic,train
1399,Boutros,Arabic,valid
1400,Aswad,Arabic,train
1401,Sarkis,Arabic,valid
1402,Daher,Arabic,train
1403,Toma,Arabic,train
1404,Boutros,Arabic,train
1405,Kanaan,Arabic,valid
1406,Antar,Arabic,train
1407,Gerges,Arabic,train
1408,Kouri,Arabic,train
1409,Maroun,Arabic,test
1410,Wasem,Arabic,train
1411,Dagher,Arabic,train
1412,Naifeh,Arabic,train
1413,Bishara,Arabic,valid
1414,Ba,Arabic,train
1415,Cham,Arabic,train
1416,Kalb,Arabic,valid
1417,Bazzi,Arabic,test
1418,Bitar,Arabic,train
1419,Hadad,Arabic,test
1420,Moghadam,Arabic,test
1421,Sleiman,Arabic,train
1422,Shamoun,Arabic,train
1423,Antar,Arabic,train
1424,Atiyeh,Arabic,train
1425,Koury,Arabic,train
1426,Nahas,Arabic,train
1427,Kouri,Arabic,valid
1428,Maroun,Arabic,valid
1429,Nassar,Arabic,test
1430,Sayegh,Arabic,train
1431,Haik,Arabic,train
1432,Ghanem,Arabic,train
1433,Sayegh,Arabic,train
1434,Salib,Arabic,train
1435,Cham,Arabic,test
1436,Bata,Arabic,valid
1437,Touma,Arabic,train
1438,Antoun,Arabic,train
1439,Antar,Arabic,valid
1440,Bata,Arabic,train
1441,Botros,Arabic,train
1442,Shammas,Arabic,train
1443,Ganim,Arabic,train
1444,Sleiman,Arabic,train
1445,Seif,Arabic,train
1446,Moghadam,Arabic,valid
1447,Ba,Arabic,train
1448,Tannous,Arabic,test
1449,Bazzi,Arabic,test
1450,Seif,Arabic,valid
1451,Salib,Arabic,train
1452,Hadad,Arabic,train
1453,Quraishi,Arabic,test
1454,Halabi,Arabic,valid
1455,Essa,Arabic,valid
1456,Bahar,Arabic,train
1457,Kattan,Arabic,train
1458,Boutros,Arabic,train
1459,Nahas,Arabic,test
1460,Sabbagh,Arabic,train
1461,Kanaan,Arabic,train
1462,Sayegh,Arabic,valid
1463,Said,Arabic,train
1464,Botros,Arabic,test
1465,Najjar,Arabic,train
1466,Toma,Arabic,test
1467,Bata,Arabic,train
1468,Atiyeh,Arabic,train
1469,Halabi,Arabic,train
1470,Tannous,Arabic,train
1471,Kouri,Arabic,train
1472,Shamoon,Arabic,train
1473,Kassis,Arabic,train
1474,Haddad,Arabic,test
1475,Tuma,Arabic,train
1476,Mansour,Arabic,train
1477,Antar,Arabic,train
1478,Kassis,Arabic,train
1479,Kalb,Arabic,valid
1480,Basara,Arabic,test
1481,Rahal,Arabic,train
1482,Mansour,Arabic,train
1483,Handal,Arabic,train
1484,Morcos,Arabic,train
1485,Fakhoury,Arabic,train
1486,Hadad,Arabic,train
1487,Morcos,Arabic,train
1488,Kouri,Arabic,valid
1489,Quraishi,Arabic,train
1490,Almasi,Arabic,test
1491,Awad,Arabic,train
1492,Naifeh,Arabic,valid
1493,Koury,Arabic,train
1494,Asker,Arabic,test
1495,Maroun,Arabic,train
1496,Fakhoury,Arabic,valid
1497,Sabbag,Arabic,valid
1498,Sarraf,Arabic,train
1499,Shamon,Arabic,valid
1500,Assaf,Arabic,train
1501,Boutros,Arabic,test
1502,Malouf,Arabic,train
1503,Nassar,Arabic,train
1504,Qureshi,Arabic,valid
1505,Ghanem,Arabic,test
1506,Srour,Arabic,train
1507,Almasi,Arabic,train
1508,Qureshi,Arabic,train
1509,Ghannam,Arabic,train
1510,Mustafa,Arabic,valid
1511,Najjar,Arabic,test
1512,Kassab,Arabic,train
1513,Shadid,Arabic,train
1514,Shamoon,Arabic,test
1515,Morcos,Arabic,train
1516,Atiyeh,Arabic,train
1517,Isa,Arabic,train
1518,Ba,Arabic,train
1519,Baz,Arabic,valid
1520,Asker,Arabic,train
1521,Seif,Arabic,train
1522,Asghar,Arabic,train
1523,Hajjar,Arabic,train
1524,Deeb,Arabic,train
1525,Essa,Arabic,test
1526,Qureshi,Arabic,train
1527,Abboud,Arabic,valid
1528,Ganem,Arabic,valid
1529,Haddad,Arabic,train
1530,Koury,Arabic,valid
1531,Nassar,Arabic,valid
1532,Abadi,Arabic,train
1533,Toma,Arabic,train
1534,Tannous,Arabic,test
1535,Harb,Arabic,train
1536,Issa,Arabic,train
1537,Khouri,Arabic,train
1538,Mifsud,Arabic,train
1539,Kalb,Arabic,test
1540,Gaber,Arabic,train
1541,Ganim,Arabic,train
1542,Boulos,Arabic,train
1543,Samaha,Arabic,test
1544,Haddad,Arabic,train
1545,Sabbag,Arabic,train
1546,Wasem,Arabic,train
1547,Dagher,Arabic,train
1548,Rahal,Arabic,train
1549,Atiyeh,Arabic,train
1550,Antar,Arabic,train
1551,Asghar,Arabic,train
1552,Mansour,Arabic,train
1553,Awad,Arabic,train
1554,Boulos,Arabic,test
1555,Sarraf,Arabic,valid
1556,Deeb,Arabic,train
1557,Abadi,Arabic,valid
1558,Nazari,Arabic,valid
1559,Daher,Arabic,train
1560,Gerges,Arabic,train
1561,Shamoon,Arabic,train
1562,Gaber,Arabic,train
1563,Amari,Arabic,train
1564,Sarraf,Arabic,valid
1565,Nazari,Arabic,valid
1566,Saliba,Arabic,train
1567,Naifeh,Arabic,train
1568,Nazari,Arabic,test
1569,Hakimi,Arabic,train
1570,Shamon,Arabic,test
1571,Abboud,Arabic,test
1572,Quraishi,Arabic,test
1573,Tahan,Arabic,train
1574,Safar,Arabic,train
1575,Hajjar,Arabic,train
1576,Srour,Arabic,test
1577,Gaber,Arabic,train
1578,Shalhoub,Arabic,train
1579,Attia,Arabic,test
1580,Safar,Arabic,valid
1581,Said,Arabic,train
1582,Ganem,Arabic,train
1583,Nader,Arabic,train
1584,Asghar,Arabic,test
1585,Mustafa,Arabic,train
1586,Said,Arabic,train
1587,Antar,Arabic,test
1588,Botros,Arabic,train
1589,Nader,Arabic,train
1590,Ghannam,Arabic,test
1591,Asfour,Arabic,train
1592,Tahan,Arabic,train
1593,Mansour,Arabic,test
1594,Attia,Arabic,valid
1595,Touma,Arabic,valid
1596,Najjar,Arabic,test
1597,Kassis,Arabic,train
1598,Abboud,Arabic,train
1599,Bishara,Arabic,train
1600,Bazzi,Arabic,train
1601,Shalhoub,Arabic,train
1602,Shalhoub,Arabic,train
1603,Safar,Arabic,train
1604,Khoury,Arabic,train
1605,Nazari,Arabic,train
1606,Sabbag,Arabic,test
1607,Sleiman,Arabic,train
1608,Atiyeh,Arabic,train
1609,Kouri,Arabic,train
1610,Bitar,Arabic,train
1611,Zogby,Arabic,train
1612,Ghanem,Arabic,test
1613,Assaf,Arabic,test
1614,Abadi,Arabic,train
1615,Arian,Arabic,test
1616,Shalhoub,Arabic,test
1617,Khoury,Arabic,train
1618,Morcos,Arabic,train
1619,Shamon,Arabic,valid
1620,Wasem,Arabic,train
1621,Abadi,Arabic,valid
1622,Antoun,Arabic,test
1623,Baz,Arabic,train
1624,Naser,Arabic,train
1625,Assaf,Arabic,train
1626,Saliba,Arabic,train
1627,Nader,Arabic,train
1628,Mikhail,Arabic,train
1629,Naser,Arabic,train
1630,Daher,Arabic,train
1631,Morcos,Arabic,train
1632,Awad,Arabic,train
1633,Nahas,Arabic,test
1634,Sarkis,Arabic,test
1635,Malouf,Arabic,train
1636,Mustafa,Arabic,valid
1637,Fakhoury,Arabic,valid
1638,Ghannam,Arabic,train
1639,Shadid,Arabic,train
1640,Gaber,Arabic,test
1641,Koury,Arabic,train
1642,Atiyeh,Arabic,train
1643,Shamon,Arabic,train
1644,Boutros,Arabic,train
1645,Sarraf,Arabic,train
1646,Arian,Arabic,test
1647,Fakhoury,Arabic,valid
1648,Abadi,Arabic,train
1649,Kassab,Arabic,valid
1650,Nahas,Arabic,train
1651,Quraishi,Arabic,train
1652,Mansour,Arabic,valid
1653,Samaha,Arabic,test
1654,Wasem,Arabic,train
1655,Seif,Arabic,train
1656,Fakhoury,Arabic,train
1657,Saliba,Arabic,test
1658,Cham,Arabic,train
1659,Bahar,Arabic,train
1660,Shamoun,Arabic,train
1661,Essa,Arabic,train
1662,Shamon,Arabic,train
1663,Asfour,Arabic,test
1664,Bitar,Arabic,test
1665,Cham,Arabic,test
1666,Tahan,Arabic,test
1667,Tannous,Arabic,train
1668,Daher,Arabic,valid
1669,Khoury,Arabic,valid
1670,Shamon,Arabic,train
1671,Bahar,Arabic,train
1672,Quraishi,Arabic,train
1673,Ghannam,Arabic,train
1674,Kassab,Arabic,test
1675,Zogby,Arabic,train
1676,Basara,Arabic,train
1677,Shammas,Arabic,test
1678,Arian,Arabic,train
1679,Sayegh,Arabic,test
1680,Naifeh,Arabic,train
1681,Mifsud,Arabic,train
1682,Sleiman,Arabic,train
1683,Arian,Arabic,train
1684,Kassis,Arabic,train
1685,Shamoun,Arabic,valid
1686,Kassis,Arabic,train
1687,Harb,Arabic,train
1688,Mustafa,Arabic,train
1689,Boulos,Arabic,train
1690,Asghar,Arabic,train
1691,Shamon,Arabic,train
1692,Kanaan,Arabic,train
1693,Atiyeh,Arabic,test
1694,Kassab,Arabic,train
1695,Tahan,Arabic,train
1696,Bazzi,Arabic,valid
1697,Kassis,Arabic,train
1698,Qureshi,Arabic,train
1699,Basara,Arabic,test
1700,Shalhoub,Arabic,train
1701,Sayegh,Arabic,train
1702,Haik,Arabic,test
1703,Attia,Arabic,train
1704,Maroun,Arabic,train
1705,Kassis,Arabic,test
1706,Sarkis,Arabic,valid
1707,Harb,Arabic,valid
1708,Assaf,Arabic,train
1709,Kattan,Arabic,train
1710,Antar,Arabic,train
1711,Sleiman,Arabic,train
1712,Touma,Arabic,valid
1713,Sarraf,Arabic,valid
1714,Bazzi,Arabic,train
1715,Boulos,Arabic,valid
1716,Baz,Arabic,test
1717,Issa,Arabic,train
1718,Shamon,Arabic,train
1719,Shadid,Arabic,train
1720,Deeb,Arabic,test
1721,Sabbag,Arabic,train
1722,Wasem,Arabic,train
1723,Awad,Arabic,train
1724,Mansour,Arabic,train
1725,Saliba,Arabic,train
1726,Fakhoury,Arabic,train
1727,Arian,Arabic,train
1728,Bishara,Arabic,valid
1729,Dagher,Arabic,valid
1730,Bishara,Arabic,train
1731,Koury,Arabic,valid
1732,Fakhoury,Arabic,train
1733,Naser,Arabic,train
1734,Nader,Arabic,train
1735,Antar,Arabic,train
1736,Gerges,Arabic,train
1737,Handal,Arabic,valid
1738,Hanania,Arabic,train
1739,Shadid,Arabic,valid
1740,Gerges,Arabic,train
1741,Kassis,Arabic,train
1742,Essa,Arabic,test
1743,Assaf,Arabic,train
1744,Shadid,Arabic,valid
1745,Seif,Arabic,train
1746,Shalhoub,Arabic,train
1747,Shamoun,Arabic,train
1748,Hajjar,Arabic,valid
1749,Baba,Arabic,train
1750,Sayegh,Arabic,test
1751,Mustafa,Arabic,train
1752,Sabbagh,Arabic,valid
1753,Isa,Arabic,valid
1754,Najjar,Arabic,valid
1755,Tannous,Arabic,valid
1756,Hanania,Arabic,train
1757,Ganem,Arabic,test
1758,Gerges,Arabic,train
1759,Fakhoury,Arabic,train
1760,Mifsud,Arabic,test
1761,Nahas,Arabic,train
1762,Bishara,Arabic,test
1763,Bishara,Arabic,train
1764,Abadi,Arabic,train
1765,Sarkis,Arabic,train
1766,Masih,Arabic,train
1767,Isa,Arabic,train
1768,Attia,Arabic,train
1769,Kalb,Arabic,train
1770,Essa,Arabic,train
1771,Boulos,Arabic,valid
1772,Basara,Arabic,valid
1773,Halabi,Arabic,train
1774,Halabi,Arabic,train
1775,Dagher,Arabic,train
1776,Attia,Arabic,test
1777,Kassis,Arabic,train
1778,Tuma,Arabic,train
1779,Gerges,Arabic,train
1780,Ghannam,Arabic,train
1781,Toma,Arabic,train
1782,Baz,Arabic,train
1783,Asghar,Arabic,valid
1784,Zogby,Arabic,train
1785,Aswad,Arabic,train
1786,Hadad,Arabic,train
1787,Dagher,Arabic,train
1788,Naser,Arabic,train
1789,Shadid,Arabic,train
1790,Atiyeh,Arabic,valid
1791,Zogby,Arabic,train
1792,Abboud,Arabic,valid
1793,Tannous,Arabic,train
1794,Khouri,Arabic,train
1795,Atiyeh,Arabic,valid
1796,Ganem,Arabic,train
1797,Maalouf,Arabic,train
1798,Isa,Arabic,train
1799,Maroun,Arabic,train
1800,Issa,Arabic,train
1801,Khouri,Arabic,test
1802,Harb,Arabic,test
1803,Nader,Arabic,train
1804,Awad,Arabic,train
1805,Nahas,Arabic,train
1806,Said,Arabic,test
1807,Baba,Arabic,test
1808,Totah,Arabic,valid
1809,Ganim,Arabic,valid
1810,Handal,Arabic,train
1811,Mansour,Arabic,valid
1812,Basara,Arabic,train
1813,Malouf,Arabic,train
1814,Said,Arabic,train
1815,Botros,Arabic,train
1816,Samaha,Arabic,train
1817,Safar,Arabic,valid
1818,Tahan,Arabic,train
1819,Botros,Arabic,train
1820,Shamoun,Arabic,train
1821,Handal,Arabic,train
1822,Sarraf,Arabic,train
1823,Malouf,Arabic,train
1824,Bishara,Arabic,valid
1825,Aswad,Arabic,valid
1826,Khouri,Arabic,train
1827,Baz,Arabic,valid
1828,Asker,Arabic,test
1829,Toma,Arabic,train
1830,Koury,Arabic,train
1831,Gerges,Arabic,train
1832,Bishara,Arabic,train
1833,Boulos,Arabic,train
1834,Najjar,Arabic,train
1835,Aswad,Arabic,train
1836,Shamon,Arabic,test
1837,Kouri,Arabic,train
1838,Srour,Arabic,train
1839,Assaf,Arabic,train
1840,Tannous,Arabic,train
1841,Attia,Arabic,valid
1842,Mustafa,Arabic,train
1843,Kattan,Arabic,valid
1844,Asghar,Arabic,train
1845,Amari,Arabic,train
1846,Shadid,Arabic,test
1847,Said,Arabic,train
1848,Bazzi,Arabic,train
1849,Masih,Arabic,train
1850,Antar,Arabic,train
1851,Fakhoury,Arabic,train
1852,Shadid,Arabic,train
1853,Masih,Arabic,train
1854,Handal,Arabic,train
